response,label
"Welcome back! What can I do for you? To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds.",14
"You have Park University enabled. Do you want to open it? How can I help you today? Park University events for Monday 15th of April 2019 are Titanic Exhibit which is being held at Fishburn Archives (near Academic Underground's 6th Street entrance) . Honors Academy Food Drive which is being held at Millsap Foyer . Sexual Assault Awareness Student Art Exhibit which is being held at Campanella Gallery (Norrington Center) . I don't see a calendar set up. For help linking your calendar, check your Alexa app home feed. Ok, Here's Park University You have Daily Facts about National Parks enabled. Do you want to open it? Welcome to national park facts! Would you like to hear a fact about national parks? ""With this skill, you can get a new fact about national parks. Would you like to hear a fact about national parks?"" ""Come back tomorrow to hear another fact about national parks. Just say, ""Alexa, launch national park facts"" to open the skill again.""",1
Here's your news. Here's your news. <Audio only response>,10
"Get Roasted contains mature content that may not be suitable for all ages Get Roasted contains mature content that may not be suitable for all ages We have smart cars, smart TVs, smart phones, but what about smart people? Didn't you get burnt already when you crawled out of Hell? We have smart cars, smart TVs, smart phones, but what about smart people?",7
"Hmm, I found a few skills that might help. I found a few matches for that. Sorry, Iäó»m not sure about that. Hmm, I found a few skills that might help. Alright.",3
"Sorry, I'm not sure. You have Capital One enabled. Do you want to open it? <Audio only response> You have Store Card enabled. Do you want to open it? You have Store Card enabled. Do you want to open it?",0
"<Audio only response> You have Poop Facts enabled. Do you want to open it? Did you know: From poop to potable! There's a sewage processing plant that will turn your poop into drinking water. The Omniprocessor is a waste treatment plant that uses steam power and water filtration to convert up to 14 tons of sewage per day into drinking water, fertilizer, and electricity. This type of plant could transform sanitation in developing countries by making it much more affordable. The Bill and Melinda Gates foundation funded the ultra-efficient plant and it is currently being tested in Senegal, where it processes the poop of up to 100,000 people. You have Poop Facts enabled. Do you want to open it? You have Poop Facts enabled. Do you want to open it? Did you know: Dung beetles existed at the same time as dinosaurs and they evolved to eat dinosaur poop. As dinosaurs began eating flowering plants they provided the first edible dung source for feeding. Fossilized dinosaur poop has evidence of tunneling associated with dung beetles as early as 70 to 80 million years ago. You have Poop Facts enabled. Do you want to open it? <Audio only response> For Help, please visit the help pages on the Amazon web site.",7
I found you some recipes. The top recipe is Beef Over Rice Recipe with beef and cream of mushroom soup and rice. A link to the recipe is in your card. Would you like more recipes? I found you some recipes. The top recipe is Chicken Noodle Soup With Cream Soup with black pepper and salt and chicken and noodles and cream of chicken soup. A link to the recipe is in your card. Would you like more recipes? Welcome to Recipe Finder. I can find you a recipe based on the ingredients in your fridge. Just list up to 5 ingredients you would like to use. Welcome to Recipe Finder. I can find you a recipe based on the ingredients in your fridge. Just list up to 5 ingredients you would like to use. Here's some help. I can help you find you a recipe based on the ingredients in your fridge. All you need to do is list some ingredients and I will offer up some tasty recipes for you that use those ingredients. What ingredients would you like to use? Good luck with dinner,2
"Welcome back! What can I do for you? To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds.",14
"You have Hockey Updates enabled. Do you want to open it? Which game should I fetch for you? You have Hockey Updates enabled. Do you want to open it? This might answer your question: On Thursday, February 7, India beat New Zealand by 7 wickets in a T20 match. Hmm. Maybe the skill, Cricket Info, can help. Do you want to try it? You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like? O.K.",10
"The Focus Word is Expectation. To live free from expectation is to live free from disappointment. Today, focus on eliminating expectation. The Focus Word is Body. The body is the vessel of the soul. Give it the respect it deserves and requires. Today, focus on respecting your body. What would you like to play next? The Focus Word is Surprise. Every surprise is a gift, even the ones you don't want. Open them slowly and be thankful for them. Today, focus on welcoming surprise. What do you want to play?",3
Here's your news. Here's your news. Here's your news. You have Westpac Banking enabled. Do you want to open it? Happy to help! I can tell you about your account balances or get your transaction details. Try saying: What's my balance? How many points do I have? or What are my recent transactions? Go ahead and ask me something!What can I help you with? have a nice day!,0
"<Audio only response> Sorry, I don't know that one. <Audio only response> Here's your news. Here's your news. Here's your news. Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site. Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site.",4
"Hmm, I'm not sure. Sorry, I don't know that. Hmm, I don't know that. Sorry, I'm not sure. For Help, please visit the help pages on the Amazon web site.",7
"You have Life360 enabled. Do you want to open it? Welcome to Life360. You can ask me to tell you where your whole family is, or ask for a family member by name. You can say help at anytime. , La does not have a current location available This might answer your question: Alexa Internet was founded in April 1996, Alexa Internet was founded by Bruce Gilliat, and Alexa Internet is 23 years old. ""Locator"" by Wilco was released on July 15, 2016. I know about 6,700 smartphones including the Samsung Galaxy Fold which was announced in February 2019, the Samsung Galaxy S10 5G which was announced in February 2019, and the Samsung Galaxy S10 Plus which was announced in February 2019. You have Life360 enabled. Do you want to open it? Welcome to Life360. You can ask me to tell you where your whole family is, or ask for a family member by name. You can say help at anytime. , La does not have a current location available",1
